question_id,subject,topic,difficulty_level,question_text,option_a,option_b,option_c,option_d,correct_option,expected_time_sec
Q01480,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She has finished the work,She had finish the work,She finishing the work,B,25
Q01481,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She have finished the work,She has finished the work,She had finish the work,C,25
Q01482,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She has finished the work,She finishing the work,She had finish the work,B,25
Q01483,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Limited,Rare,B,40
Q01484,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Limited,Scarce,Plentiful,D,40
Q01485,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Rare,Plentiful,Scarce,C,40
Q01486,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,is,No error,senior to,C,90
Q01487,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Plentiful,Rare,C,40
Q01488,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Rare,Scarce,A,40
Q01489,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Increase,Widen,Reduce,D,60
Q01490,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Limited,Scarce,Plentiful,D,40
Q01491,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She has finished the work,She finishing the work,C,25
Q01492,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Scarce,Rare,A,40
Q01493,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Grow,Increase,Widen,A,60
Q01494,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Rare,Limited,B,40
Q01495,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She has finished the work,She have finished the work,She finishing the work,B,25
Q01496,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She has finished the work,She had finish the work,She finishing the work,B,25
Q01497,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Rare,Plentiful,D,40
Q01498,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She had finish the work,She has finished the work,She finishing the work,C,25
Q01499,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She had finish the work,She finishing the work,She have finished the work,A,25
Q01500,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She finishing the work,She had finish the work,She has finished the work,D,25
Q01501,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Limited,Rare,Plentiful,D,40
Q01502,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,No error,is,C,90
Q01503,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,senior to,He,is,A,90
Q01504,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She have finished the work,She finishing the work,She had finish the work,A,25
Q01505,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She had finish the work,She have finished the work,She has finished the work,D,25
Q01506,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Reduce,Grow,Widen,B,60
Q01507,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Widen,Grow,Reduce,D,60
Q01508,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Scarce,Rare,A,40
Q01509,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Limited,Scarce,B,40
Q01510,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Limited,Plentiful,D,40
Q01511,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She has finished the work,She finishing the work,She have finished the work,B,25
Q01512,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,He,is,senior to,A,90
Q01513,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Rare,Plentiful,Scarce,C,40
Q01514,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She has finished the work,She have finished the work,She had finish the work,B,25
Q01515,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,He,is,No error,D,90
Q01516,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Grow,Increase,Widen,A,60
Q01517,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,No error,is,He,B,90
Q01518,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Scarce,Limited,B,40
Q01519,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Plentiful,Scarce,Rare,B,40
Q01520,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She has finished the work,She had finish the work,She finishing the work,B,25
Q01521,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,No error,senior to,is,B,90
Q01522,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She finishing the work,She has finished the work,D,25
Q01523,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Plentiful,Scarce,Rare,B,40
Q01524,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Scarce,Plentiful,Limited,C,40
Q01525,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She finishing the work,She had finish the work,She have finished the work,A,25
Q01526,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She had finish the work,She have finished the work,She has finished the work,D,25
Q01527,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She has finished the work,She have finished the work,She had finish the work,B,25
Q01528,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Reduce,Grow,C,60
Q01529,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,senior to,He,No error,D,90
Q01530,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She finishing the work,She have finished the work,She has finished the work,D,25
Q01531,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She finishing the work,She has finished the work,She have finished the work,C,25
Q01532,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She have finished the work,She finishing the work,She had finish the work,A,25
Q01533,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,No error,senior to,is,B,90
Q01534,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She has finished the work,She had finish the work,She have finished the work,B,25
Q01535,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Increase,Widen,Reduce,D,60
Q01536,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Widen,Reduce,Grow,C,60
Q01537,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She finishing the work,She has finished the work,D,25
Q01538,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She has finished the work,She finishing the work,C,25
Q01539,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She finishing the work,She had finish the work,She has finished the work,D,25
Q01540,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She finishing the work,She has finished the work,She had finish the work,C,25
Q01541,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Widen,Reduce,D,60
Q01542,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She had finish the work,She have finished the work,She has finished the work,D,25
Q01543,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Rare,Plentiful,D,40
Q01544,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She has finished the work,She finishing the work,She had finish the work,B,25
Q01545,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She had finish the work,She have finished the work,She finishing the work,A,25
Q01546,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She have finished the work,She finishing the work,She has finished the work,D,25
Q01547,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,senior to,He,is,A,90
Q01548,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,No error,He,senior to,B,90
Q01549,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She finishing the work,She have finished the work,She had finish the work,A,25
Q01550,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She finishing the work,She had finish the work,She have finished the work,A,25
Q01551,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,is,He,senior to,A,90
Q01552,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She had finish the work,She have finished the work,She finishing the work,A,25
Q01553,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Increase,Grow,Widen,A,60
Q01554,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Scarce,Limited,A,40
Q01555,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Increase,Grow,Widen,A,60
Q01556,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She finishing the work,She has finished the work,She have finished the work,C,25
Q01557,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She has finished the work,She have finished the work,She had finish the work,B,25
Q01558,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She have finished the work,She has finished the work,She had finish the work,C,25
Q01559,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She finishing the work,She have finished the work,She has finished the work,D,25
Q01560,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She finishing the work,She had finish the work,She has finished the work,D,25
Q01561,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Reduce,Widen,C,60
Q01562,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Grow,Increase,Widen,A,60
Q01563,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Widen,Reduce,Increase,C,60
Q01564,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,is,senior to,No error,D,90
Q01565,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She have finished the work,She has finished the work,She had finish the work,C,25
Q01566,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,He,is,No error,D,90
Q01567,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,He,is,No error,D,90
Q01568,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,He,No error,is,C,90
Q01569,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,is,No error,D,90
Q01570,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Widen,Reduce,D,60
Q01571,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Scarce,Limited,A,40
Q01572,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,No error,senior to,is,B,90
Q01573,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She finishing the work,She had finish the work,She has finished the work,D,25
Q01574,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She had finish the work,She has finished the work,She finishing the work,C,25
Q01575,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,He,senior to,No error,D,90
Q01576,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Increase,Widen,Reduce,D,60
Q01577,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,is,senior to,No error,D,90
Q01578,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She has finished the work,She have finished the work,She finishing the work,B,25
Q01579,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Rare,Plentiful,D,40
Q01580,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She has finished the work,She finishing the work,She had finish the work,B,25
Q01581,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She has finished the work,She had finish the work,She finishing the work,B,25
Q01582,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She had finish the work,She finishing the work,She has finished the work,D,25
Q01583,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She have finished the work,She had finish the work,She has finished the work,D,25
Q01584,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She had finish the work,She has finished the work,She have finished the work,C,25
Q01585,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,is,No error,senior to,C,90
Q01586,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Grow,Increase,Widen,A,60
Q01587,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She have finished the work,She finishing the work,She has finished the work,D,25
Q01588,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,He,senior to,No error,D,90
Q01589,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She finishing the work,She had finish the work,She have finished the work,A,25
Q01590,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Scarce,Limited,A,40
Q01591,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She had finish the work,She have finished the work,She has finished the work,D,25
Q01592,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She have finished the work,She finishing the work,She had finish the work,A,25
Q01593,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She has finished the work,She have finished the work,She had finish the work,B,25
Q01594,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Reduce,Widen,C,60
Q01595,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She finishing the work,She has finished the work,She have finished the work,C,25
Q01596,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Scarce,Limited,A,40
Q01597,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Grow,Increase,B,60
Q01598,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She has finished the work,She had finish the work,She finishing the work,B,25
Q01599,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Limited,Plentiful,D,40
Q01600,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,is,He,senior to,A,90
Q01601,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Limited,Plentiful,D,40
Q01602,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Widen,Reduce,D,60
Q01603,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Widen,Increase,Grow,A,60
Q01604,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She finishing the work,She has finished the work,D,25
Q01605,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Limited,Scarce,Plentiful,D,40
Q01606,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She has finished the work,She finishing the work,She have finished the work,B,25
Q01607,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Reduce,Grow,C,60
Q01608,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,He,senior to,No error,D,90
Q01609,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Widen,Reduce,Grow,C,60
Q01610,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Rare,Plentiful,Scarce,C,40
Q01611,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Reduce,Grow,C,60
Q01612,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Reduce,Widen,C,60
Q01613,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Widen,Grow,Increase,A,60
Q01614,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,is,senior to,He,A,90
Q01615,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,is,No error,D,90
Q01616,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She have finished the work,She had finish the work,She finishing the work,A,25
Q01617,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She has finished the work,She finishing the work,She had finish the work,B,25
Q01618,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Scarce,Limited,Rare,A,40
Q01619,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She finishing the work,She have finished the work,She had finish the work,A,25
Q01620,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Rare,Scarce,A,40
Q01621,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She has finished the work,She had finish the work,She finishing the work,B,25
Q01622,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Grow,Reduce,D,60
Q01623,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Increase,Reduce,Widen,C,60
Q01624,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She finishing the work,She have finished the work,She has finished the work,D,25
Q01625,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She finishing the work,She had finish the work,She have finished the work,A,25
Q01626,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,senior to,No error,He,C,90
Q01627,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She finishing the work,She has finished the work,She had finish the work,C,25
Q01628,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Limited,Scarce,B,40
Q01629,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She has finished the work,She had finish the work,She finishing the work,B,25
Q01630,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,No error,is,C,90
Q01631,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Limited,Rare,B,40
Q01632,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She had finish the work,She finishing the work,She have finished the work,A,25
Q01633,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,No error,is,C,90
Q01634,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,is,He,senior to,A,90
Q01635,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She finishing the work,She had finish the work,She has finished the work,D,25
Q01636,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Widen,Reduce,Increase,C,60
Q01637,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Rare,Limited,B,40
Q01638,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She have finished the work,She has finished the work,She had finish the work,C,25
Q01639,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,is,No error,D,90
Q01640,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Scarce,Limited,A,40
Q01641,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,No error,He,is,B,90
Q01642,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Limited,Plentiful,D,40
Q01643,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She has finished the work,She finishing the work,She had finish the work,B,25
Q01644,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Reduce,Grow,C,60
Q01645,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Widen,Grow,Increase,A,60
Q01646,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She had finish the work,She has finished the work,She have finished the work,C,25
Q01647,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She have finished the work,She finishing the work,She has finished the work,D,25
Q01648,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Reduce,Grow,C,60
Q01649,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She has finished the work,She finishing the work,C,25
Q01650,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Widen,Grow,Reduce,D,60
Q01651,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,No error,senior to,is,B,90
Q01652,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She have finished the work,She has finished the work,She had finish the work,C,25
Q01653,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,is,He,No error,D,90
Q01654,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Reduce,Widen,Grow,B,60
Q01655,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,No error,is,He,B,90
Q01656,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Limited,Plentiful,D,40
Q01657,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She had finish the work,She have finished the work,She finishing the work,A,25
Q01658,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Limited,Rare,B,40
Q01659,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Limited,Plentiful,Scarce,C,40
Q01660,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Increase,Reduce,Grow,C,60
Q01661,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Limited,Scarce,B,40
Q01662,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She has finished the work,She have finished the work,She had finish the work,B,25
Q01663,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Grow,Increase,B,60
Q01664,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She had finish the work,She has finished the work,She have finished the work,C,25
Q01665,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,is,No error,D,90
Q01666,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She has finished the work,She finishing the work,She have finished the work,B,25
Q01667,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She have finished the work,She has finished the work,She finishing the work,C,25
Q01668,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She have finished the work,She has finished the work,She finishing the work,C,25
Q01669,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Rare,Limited,B,40
Q01670,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Limited,Scarce,Plentiful,D,40
Q01671,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,is,No error,D,90
Q01672,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Increase,Reduce,Widen,C,60
Q01673,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She has finished the work,She had finish the work,She have finished the work,B,25
Q01674,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She have finished the work,She has finished the work,She finishing the work,C,25
Q01675,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She finishing the work,She have finished the work,She had finish the work,A,25
Q01676,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She have finished the work,She has finished the work,She had finish the work,C,25
Q01677,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She had finish the work,She have finished the work,She has finished the work,D,25
Q01678,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She had finish the work,She has finished the work,She have finished the work,C,25
Q01679,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Rare,Plentiful,Scarce,C,40
Q01680,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She had finish the work,She have finished the work,She has finished the work,D,25
Q01681,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She had finish the work,She finishing the work,She has finished the work,D,25
Q01682,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She finishing the work,She have finished the work,She had finish the work,A,25
Q01683,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,No error,is,senior to,B,90
Q01684,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She has finished the work,She had finish the work,She have finished the work,B,25
Q01685,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Grow,Increase,Widen,A,60
Q01686,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Rare,Plentiful,D,40
Q01687,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Reduce,Grow,Widen,B,60
Q01688,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She finishing the work,She has finished the work,D,25
Q01689,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She had finish the work,She finishing the work,She has finished the work,D,25
Q01690,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She has finished the work,She have finished the work,She finishing the work,B,25
Q01691,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Plentiful,Rare,C,40
Q01692,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Widen,Reduce,Grow,C,60
Q01693,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She have finished the work,She had finish the work,She finishing the work,A,25
Q01694,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Increase,Grow,Widen,A,60
Q01695,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,No error,is,senior to,B,90
Q01696,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Reduce,Grow,Widen,B,60
Q01697,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,is,No error,senior to,C,90
Q01698,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Rare,Limited,B,40
Q01699,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She finishing the work,She has finished the work,She have finished the work,C,25
Q01700,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She had finish the work,She have finished the work,She has finished the work,D,25
Q01701,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She had finish the work,She finishing the work,She has finished the work,D,25
Q01702,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She finishing the work,She has finished the work,She have finished the work,C,25
Q01703,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Scarce,Limited,B,40
Q01704,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,No error,He,senior to,B,90
Q01705,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Increase,Widen,Grow,A,60
Q01706,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She have finished the work,She has finished the work,She had finish the work,C,25
Q01707,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She has finished the work,She have finished the work,She had finish the work,B,25
